"id","created_at","rows","cols","starting_color","status","winner","draw","original_sequence","canonical_key","source_filename","confiance"
61873,"2026-03-24 21:46:12.885947+01",9,9,"R","FINISHED","Y",False,"3,7,6,6,5,4,4,4,5,4,5,5,3,3,1,5,3,4,4,3,3,5,5,7,6,6,6,6","3,7,6,6,5,4,4,4,5,4,5,5,3,3,1,5,3,4,4,3,3,5,5,7,6,6,6,6","hybrid_minimax_9x9_1774385172839615200_34999",1
61872,"2026-03-24 21:46:12.813273+01",9,9,"R","FINISHED","Y",False,"6,7,4,5,4,4,4,6,6,5,6,7,7,5,5,7,5,5,6,6,9,7,7,5,1,1,7,7,5,5,7,1,1,2,2,2,9,1,9,9,2,9,6,1,6,9,9,1,1,2,3,6,4,4,1,2,2,4,4,4,2,2,9,9,8,8","4,3,6,5,6,6,6,4,4,5,4,3,3,5,5,3,5,5,4,4,1,3,3,5,9,9,3,3,5,5,3,9,9,8,8,8,1,9,1,1,8,1,4,9,4,1,1,9,9,8,7,4,6,6,9,8,8,6,6,6,8,8,1,1,2,2","hybrid_minimax_9x9_1774385172766112300_34998",1
61871,"2026-03-24 21:46:12.750649+01",9,9,"R","FINISHED","Y",False,"4,7,4,3,5,4,6,4,4,5,6,6,5,5,6,5,5,6,3,7,8,7,7,7,7,6,3,7","4,7,4,3,5,4,6,4,4,5,6,6,5,5,6,5,5,6,3,7,8,7,7,7,7,6,3,7","hybrid_minimax_9x9_1774385172700786400_34997",1
61870,"2026-03-24 21:46:12.6859+01",9,9,"R","FINISHED","Y",False,"6,7,4,6,5,3,5,5,4,6,3,4,4,3","4,3,6,4,5,7,5,5,6,4,7,6,6,7","hybrid_minimax_9x9_1774385172638119500_34996",1
61869,"2026-03-24 21:46:12.619708+01",9,9,"R","FINISHED","R",False,"3,3,6,4,5,4,6,4,4,4,7,8,7,7,6,6,8,5,5","3,3,6,4,5,4,6,4,4,4,7,8,7,7,6,6,8,5,5","hybrid_minimax_9x9_1774385172575435900_34995",1
61868,"2026-03-24 21:46:12.53112+01",9,9,"R","FINISHED","Y",False,"5,4,5,4,5,5,5,6,5,4,4,6,4,6,6,6,4,4,6,6,5,5,6,4,8,8,2,4,2,6,5,8,2,2,8,9,2,2,8,8,9,8,8,1,9,9,1,9,9,9,9,9,2,2,1,8,2,7,7,7,1,1,1,3,3,3","5,4,5,4,5,5,5,6,5,4,4,6,4,6,6,6,4,4,6,6,5,5,6,4,8,8,2,4,2,6,5,8,2,2,8,9,2,2,8,8,9,8,8,1,9,9,1,9,9,9,9,9,2,2,1,8,2,7,7,7,1,1,1,3,3,3","hybrid_minimax_9x9_1774385172485454800_34994",1
61867,"2026-03-24 21:46:12.460286+01",9,9,"R","FINISHED","Y",False,"3,5,5,6,5,4,7,4,6,5,4,4,7,6,6,4,7,7,5,4,4,5,9,6,6,5,6,6,5,9,7,7,7,6,9,1,9,9,9,9,9,3,1,3,4,4,8,8,8,8,1,5,1,1,8,8,8,8,8,1,9,2,2,3,3,3","3,5,5,6,5,4,7,4,6,5,4,4,7,6,6,4,7,7,5,4,4,5,9,6,6,5,6,6,5,9,7,7,7,6,9,1,9,9,9,9,9,3,1,3,4,4,8,8,8,8,1,5,1,1,8,8,8,8,8,1,9,2,2,3,3,3","hybrid_minimax_9x9_1774385172318047400_34993",1
61866,"2026-03-24 21:46:12.300339+01",9,9,"R","FINISHED","R",False,"7,6,4,5,5,6,5,5,5,5,6,5,4,4,2,6,6,5,5,6,4,4,1,3,2,3,3","3,4,6,5,5,4,5,5,5,5,4,5,6,6,8,4,4,5,5,4,6,6,9,7,8,7,7","hybrid_minimax_9x9_1774385172133549600_34992",1
61865,"2026-03-24 21:46:12.08961+01",9,9,"R","FINISHED","R",False,"5,4,6,3,4,5,5,6,5,4,6,1,2,8,6,8,4,4,8,5,6,6,8,5,4,6,5,6,6,5,5,8,8,8,8,8,4,4,4,1,1,1,9,9,9,9,1,9,1,1,9,1,9,2,2,2,2,2,2,2,2,1,3,7,7,7,7","5,4,6,3,4,5,5,6,5,4,6,1,2,8,6,8,4,4,8,5,6,6,8,5,4,6,5,6,6,5,5,8,8,8,8,8,4,4,4,1,1,1,9,9,9,9,1,9,1,1,9,1,9,2,2,2,2,2,2,2,2,1,3,7,7,7,7","hybrid_minimax_9x9_1774385172035258100_34991",1
61864,"2026-03-24 21:46:12.009249+01",9,9,"R","FINISHED","Y",False,"7,5,4,4,6,4,4,5,5,6,7,7,5,6,5,5,6,7,6,7,7,6,5,4,4,6,6,5,5,7,7,7,1,4,6,4,4,1,9,8,1,1,1,1,1,1,1,8,2,3,3,2,2,9,2,2,9,2,9,8,8,8","3,5,6,6,4,6,6,5,5,4,3,3,5,4,5,5,4,3,4,3,3,4,5,6,6,4,4,5,5,3,3,3,9,6,4,6,6,9,1,2,9,9,9,9,9,9,9,2,8,7,7,8,8,1,8,8,1,8,1,2,2,2","hybrid_minimax_9x9_1774385171853892300_34990",1
61863,"2026-03-24 21:46:11.8393+01",9,9,"R","FINISHED","R",False,"5,4,4,6,6,4,4,5,5,7,5,9,8,5,6,7,6,6,3","5,4,4,6,6,4,4,5,5,7,5,9,8,5,6,7,6,6,3","hybrid_minimax_9x9_1774385171786063700_34989",1
61862,"2026-03-24 21:46:11.760996+01",9,9,"R","FINISHED","Y",False,"4,3,3,4,6,6,5,7,5,4,5,5,6,4,4,6,6,5,5,5,6,4,5,4,6,6,9,5,6,8,9,9,1,1,4,8,8,2,2,9,1,9,9,1,8,9,2,8,1,4,1,2,1,1,8,9,1,9,8,2,8,8,2,2,2,2,3,3","4,3,3,4,6,6,5,7,5,4,5,5,6,4,4,6,6,5,5,5,6,4,5,4,6,6,9,5,6,8,9,9,1,1,4,8,8,2,2,9,1,9,9,1,8,9,2,8,1,4,1,2,1,1,8,9,1,9,8,2,8,8,2,2,2,2,3,3","hybrid_minimax_9x9_1774385171711645100_34988",1
61861,"2026-03-24 21:46:11.697335+01",9,9,"R","FINISHED","R",False,"6,7,4,7,4,6,6,4,6,6,3,5,7,4,7,5,5","4,3,6,3,6,4,4,6,4,4,7,5,3,6,3,5,5","hybrid_minimax_9x9_1774385171648442300_34987",1
61860,"2026-03-24 21:46:11.630554+01",9,9,"R","FINISHED","Y",False,"4,6,6,7,6,5,8,6,4,4,5,7,7,7,5,5,4,6,6,5,5,2,5,4,7,7","4,6,6,7,6,5,8,6,4,4,5,7,7,7,5,5,4,6,6,5,5,2,5,4,7,7","hybrid_minimax_9x9_1774385171582513600_34986",1
61859,"2026-03-24 21:46:11.552465+01",9,9,"R","FINISHED",NULL,True,"5,4,6,5,5,4,4,4,6,6,5,5,4,2,2,4,6,6,6,5,4,5,5,6,6,4,6,1,3,2,5,4,2,2,2,2,2,3,9,9,9,9,9,9,9,3,3,1,9,2,9,1,1,1,1,1,8,7,7,7,7,7,7,7,7,7,3,3,3,8,8,8,8,8,8,8,8,1,1,3,3","5,4,6,5,5,4,4,4,6,6,5,5,4,2,2,4,6,6,6,5,4,5,5,6,6,4,6,1,3,2,5,4,2,2,2,2,2,3,9,9,9,9,9,9,9,3,3,1,9,2,9,1,1,1,1,1,8,7,7,7,7,7,7,7,7,7,3,3,3,8,8,8,8,8,8,8,8,1,1,3,3","hybrid_minimax_9x9_1774385171496196700_34985",1
61858,"2026-03-24 21:46:11.468754+01",9,9,"R","FINISHED","R",False,"5,7,6,5,5,4,6,5,5,6,7,6,6,4,5,2,5,5,6,2,6,6,4,4,1,4,4,4,4,1,1,1,2,2,2,1,4,6,8,1,1,2,8,8,8,7,7,7,7","5,3,4,5,5,6,4,5,5,4,3,4,4,6,5,8,5,5,4,8,4,4,6,6,9,6,6,6,6,9,9,9,8,8,8,9,6,4,2,9,9,8,2,2,2,3,3,3,3","hybrid_minimax_9x9_1774385171423849000_34984",1
61857,"2026-03-24 21:46:11.407922+01",9,9,"R","FINISHED","Y",False,"6,7,6,7,4,6,5,3,4,4,7,5,3,3,5,5,8,4,4,6,3,7","4,3,4,3,6,4,5,7,6,6,3,5,7,7,5,5,2,6,6,4,7,3","hybrid_minimax_9x9_1774385171362663000_34983",1
61856,"2026-03-24 21:46:11.346981+01",9,9,"R","FINISHED","R",False,"5,6,7,5,5,6,5,4,6,4,7,8,4,7,6,6,4,4,7","5,4,3,5,5,4,5,6,4,6,3,2,6,3,4,4,6,6,3","hybrid_minimax_9x9_1774385171302066800_34982",1
61855,"2026-03-24 21:46:11.278128+01",9,9,"R","FINISHED","R",False,"5,4,5,7,5,5,6,4,5,4,4,4,6,2,6,6,6,5,7,6,7,7,7,6,1,5,2,1,4,6,6,5,5,1,2,2,2,7,4,1,1,4,4,3,3,3,3,3,2,3,2,2,9,2,1,9,8,8,8","5,4,5,7,5,5,6,4,5,4,4,4,6,2,6,6,6,5,7,6,7,7,7,6,1,5,2,1,4,6,6,5,5,1,2,2,2,7,4,1,1,4,4,3,3,3,3,3,2,3,2,2,9,2,1,9,8,8,8","hybrid_minimax_9x9_1774385171230353600_34981",1
61854,"2026-03-24 21:46:11.211847+01",9,9,"R","FINISHED","R",False,"5,4,6,4,5,5,6,6,5,5,4,5,6,6,8,7,7,8,8,4,8,7,7","5,4,6,4,5,5,6,6,5,5,4,5,6,6,8,7,7,8,8,4,8,7,7","hybrid_minimax_9x9_1774385171063400600_34980",1
61853,"2026-03-24 21:46:10.892335+01",9,9,"R","FINISHED","R",False,"5,4,7,6,6,4,4,4,6,5,5,4,5,5,4,2,2,2,7,7,8","5,4,7,6,6,4,4,4,6,5,5,4,5,5,4,2,2,2,7,7,8","hybrid_minimax_9x9_1774385170848120100_34979",1
61852,"2026-03-24 21:46:10.675599+01",9,9,"R","FINISHED","R",False,"4,6,6,4,4,6,5,5,4,5,3,2,5,6,5,4,2,5,6,3,3","4,6,6,4,4,6,5,5,4,5,3,2,5,6,5,4,2,5,6,3,3","hybrid_minimax_9x9_1774385170632008900_34978",1
61851,"2026-03-24 21:46:10.447772+01",9,9,"R","FINISHED","Y",False,"4,6,5,4,5,4,5,5,6,5,4,7,2,3,6,6,6,4,4,8,9,8,5,8,8,1,1,8,1,8,3,1,4,5,4,4,1,2,2,8,8,8,5,2,3,9,3,3,2,3,9,2,2,2,2,9,7,7","4,6,5,4,5,4,5,5,6,5,4,7,2,3,6,6,6,4,4,8,9,8,5,8,8,1,1,8,1,8,3,1,4,5,4,4,1,2,2,8,8,8,5,2,3,9,3,3,2,3,9,2,2,2,2,9,7,7","hybrid_minimax_9x9_1774385170406613800_34977",1
61850,"2026-03-24 21:46:10.386803+01",9,9,"R","FINISHED","R",False,"3,4,6,5,4,5,6,5,5,6,4,3,4,4,6,6,5,5,5,6,4,5,4,6,6,8,6,7,4,4,5,9,2,9,9,9,7,7,7","3,4,6,5,4,5,6,5,5,6,4,3,4,4,6,6,5,5,5,6,4,5,4,6,6,8,6,7,4,4,5,9,2,9,9,9,7,7,7","hybrid_minimax_9x9_1774385170345551300_34976",1
61849,"2026-03-24 21:46:10.326877+01",9,9,"R","FINISHED","R",False,"5,6,4,6,6,5,6,5,5,5,4,7,6,6,2,3,7,8,9,3,3,5,7,8,7,7,3,5,5,2,9,8,8","5,4,6,4,4,5,4,5,5,5,6,3,4,4,8,7,3,2,1,7,7,5,3,2,3,3,7,5,5,8,1,2,2","hybrid_minimax_9x9_1774385170171442700_34975",1
61848,"2026-03-24 21:46:10.154456+01",9,9,"R","FINISHED","R",False,"4,6,4,7,4,4,5,4,6,6,5,7,6,5,5,7,7,6,5,4,4,5,2,3,3","4,6,4,7,4,4,5,4,6,6,5,7,6,5,5,7,7,6,5,4,4,5,2,3,3","hybrid_minimax_9x9_1774385170003603300_34974",1
61847,"2026-03-24 21:46:09.984057+01",9,9,"R","FINISHED","Y",False,"7,5,6,4,6,5,4,6,5,6,5,2,3,6,6,5,3,5,5,2,3,3,3,6,9,8,6,2,2,8,9,3,4,4,4,4,3,4,3,4,4,2,5,2","3,5,4,6,4,5,6,4,5,4,5,8,7,4,4,5,7,5,5,8,7,7,7,4,1,2,4,8,8,2,1,7,6,6,6,6,7,6,7,6,6,8,5,8","hybrid_minimax_9x9_1774385169827851800_34973",1
61846,"2026-03-24 21:46:09.796881+01",9,9,"R","FINISHED",NULL,True,"6,4,7,3,4,5,2,4,5,5,8,9,5,3,3,7,4,7,5,2,3,6,6,6,8,8,8,4,5,5,6,6,3,3,7,8,7,7,5,6,3,6,6,8,7,3,4,4,2,2,4,5,8,7,2,2,2,2,9,9,9,9,9,4,8,8,2,9,7,3,9,1,9,1,1,1,1,1,1,1,1","4,6,3,7,6,5,8,6,5,5,2,1,5,7,7,3,6,3,5,8,7,4,4,4,2,2,2,6,5,5,4,4,7,7,3,2,3,3,5,4,7,4,4,2,3,7,6,6,8,8,6,5,2,3,8,8,8,8,1,1,1,1,1,6,2,2,8,1,3,7,1,9,1,9,9,9,9,9,9,9,9","hybrid_minimax_9x9_1774385169745748200_34972",1
61845,"2026-03-24 21:46:09.718871+01",9,9,"R","FINISHED","Y",False,"4,5,5,5,6,6,4,5,5,6,4,4,7,6,6,4,7,7,7,5,7,4,4,6,7,7,6,9,4,4,1,5,9,6,1,5,5,7,7,9,3,2,9,9,1,1,1,2,1,6,9,1,9,9,3,8,8,8","4,5,5,5,6,6,4,5,5,6,4,4,7,6,6,4,7,7,7,5,7,4,4,6,7,7,6,9,4,4,1,5,9,6,1,5,5,7,7,9,3,2,9,9,1,1,1,2,1,6,9,1,9,9,3,8,8,8","hybrid_minimax_9x9_1774385169668875400_34971",1
61844,"2026-03-24 21:46:09.64481+01",9,9,"R","FINISHED","Y",False,"4,6,3,3,4,6,6,6,5,2,4,4,3,3,2,4,2,2,3,9,7,6,5,5,5,7,5,5,4,9,5,5,4,9,9,2,3,3,7,7,3,4,2,7,2,6,6,6,5,4,2,2,1,9,1,1,1,3,7,7,7,9,9,9,6,7,1,1,1,9,8,8","4,6,3,3,4,6,6,6,5,2,4,4,3,3,2,4,2,2,3,9,7,6,5,5,5,7,5,5,4,9,5,5,4,9,9,2,3,3,7,7,3,4,2,7,2,6,6,6,5,4,2,2,1,9,1,1,1,3,7,7,7,9,9,9,6,7,1,1,1,9,8,8","hybrid_minimax_9x9_1774385169592800600_34970",1
61843,"2026-03-24 21:46:09.576861+01",9,9,"R","FINISHED","Y",False,"5,5,6,4,4,4,5,5,6,4,8,7,5,4,4,2,7,7,8,8,7,3,3,1","5,5,4,6,6,6,5,5,4,6,2,3,5,6,6,8,3,3,2,2,3,7,7,9","hybrid_minimax_9x9_1774385169505036600_34969",1
61842,"2026-03-24 21:46:09.471509+01",9,9,"R","FINISHED","Y",False,"6,5,5,4,6,4,5,6,6,5,4,4,4,5,5,2,3,3,6,6,3,3,4,4,2,2,2,5,6,4,5,3,4,3,3,2,2,9,8,9,5,9,9,8,8,8,8,8,6,6,1,9,2,9,8,8,2,2,9,9,9,1,8,1,1,1,1,3,3,1,1,1,7,7,7,7,7,7","4,5,5,6,4,6,5,4,4,5,6,6,6,5,5,8,7,7,4,4,7,7,6,6,8,8,8,5,4,6,5,7,6,7,7,8,8,1,2,1,5,1,1,2,2,2,2,2,4,4,9,1,8,1,2,2,8,8,1,1,1,9,2,9,9,9,9,7,7,9,9,9,3,3,3,3,3,3","hybrid_minimax_9x9_1774385169422120500_34968",1
61841,"2026-03-24 21:46:09.39302+01",9,9,"R","FINISHED","R",False,"7,5,4,3,6,6,6,5,4,6,4,4,6,7,7,5,5,3,4,5,5,4,4,7,3,3,3,3,3,3,6,5,9,8,8,6,8,8,7,7,8,6,5,5,8,3,6,4,4,1,7,8,8,8,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,9,9,9,9,9,9,2,7,7,9,9","3,5,6,7,4,4,4,5,6,4,6,6,4,3,3,5,5,7,6,5,5,6,6,3,7,7,7,7,7,7,4,5,1,2,2,4,2,2,3,3,2,4,5,5,2,7,4,6,6,9,3,2,2,2,9,9,9,9,9,9,9,8,8,8,8,8,8,9,8,8,1,1,1,1,1,1,8,3,3,1,1","hybrid_minimax_9x9_1774385169343304200_34967",1
61840,"2026-03-24 21:46:09.328286+01",9,9,"R","FINISHED","R",False,"3,3,7,6,5,5,5,6,5,4,4,7,6,6,4,3,7","3,3,7,6,5,5,5,6,5,4,4,7,6,6,4,3,7","hybrid_minimax_9x9_1774385169276702100_34966",1
61839,"2026-03-24 21:46:09.259947+01",9,9,"R","FINISHED","Y",False,"6,4,7,4,4,6,5,8,5,6,7,6,6,4,3,7,2,8,9,5,8,5,5,7","4,6,3,6,6,4,5,2,5,4,3,4,4,6,7,3,8,2,1,5,2,5,5,3","hybrid_minimax_9x9_1774385169206795500_34965",1
61838,"2026-03-24 21:46:09.181149+01",9,9,"R","FINISHED","Y",False,"4,3,4,4,6,6,5,7,4,5,7,5,6,5,5,5,7,7,4,4,9,7,3,3,7,6,6,6,6,5,6,5,5,7,3,3,3,3,9,4,4,3,4,6,3,7,7,8,8,9,9,8,8,8,8,8,8,9,9,9,1,1,1,1,1,9,8,9,1,1,1,1,2,2,2,2","4,3,4,4,6,6,5,7,4,5,7,5,6,5,5,5,7,7,4,4,9,7,3,3,7,6,6,6,6,5,6,5,5,7,3,3,3,3,9,4,4,3,4,6,3,7,7,8,8,9,9,8,8,8,8,8,8,9,9,9,1,1,1,1,1,9,8,9,1,1,1,1,2,2,2,2","hybrid_minimax_9x9_1774385169120587500_34964",1
61837,"2026-03-24 21:46:09.082121+01",9,9,"R","FINISHED","Y",False,"4,4,3,4,6,5,5,5,6,5,6,6,4,6,3,3,5,6,6,5,7,4,5,3,5,7,4,6,4,5,3,6,3,3,4,4,9,8,8,1,8,1,1,1,8,8,8,8,1,1,9,9,1,3,3,1,9,9,9,8,8,9,9,9,1,2,7,7,7,7","4,4,3,4,6,5,5,5,6,5,6,6,4,6,3,3,5,6,6,5,7,4,5,3,5,7,4,6,4,5,3,6,3,3,4,4,9,8,8,1,8,1,1,1,8,8,8,8,1,1,9,9,1,3,3,1,9,9,9,8,8,9,9,9,1,2,7,7,7,7","hybrid_minimax_9x9_1774385169018333800_34963",1
61836,"2026-03-24 21:46:08.997097+01",9,9,"R","FINISHED","Y",False,"3,4,6,4,5,5,4,4,5,5,3,3,6,5,8,7,6,6,3,4,4,6,6,3","3,4,6,4,5,5,4,4,5,5,3,3,6,5,8,7,6,6,3,4,4,6,6,3","hybrid_minimax_9x9_1774385168844370600_34962",1
61835,"2026-03-24 21:46:08.814852+01",9,9,"R","FINISHED","R",False,"5,6,5,4,4,4,5,5,5,6,4,5,4,4,6,4,4,5,5,9,5,8,7,9,7,6,6,7,8,6,6,6,6,4,7,7,7,9,9,1,2,9,2,2,2,9,7,2,2,1,9,2,9,8,8,8,9,7,7,2,1,2,1,1,1,1,8,8,8,8,1,1,3,3,3","5,4,5,6,6,6,5,5,5,4,6,5,6,6,4,6,6,5,5,1,5,2,3,1,3,4,4,3,2,4,4,4,4,6,3,3,3,1,1,9,8,1,8,8,8,1,3,8,8,9,1,8,1,2,2,2,1,3,3,8,9,8,9,9,9,9,2,2,2,2,9,9,7,7,7","hybrid_minimax_9x9_1774385168766829100_34961",1
61834,"2026-03-24 21:46:08.737283+01",9,9,"R","FINISHED","Y",False,"5,3,3,6,6,5,4,4,5,6,4,5,3,4,4,3,6,8,5,4,6,3,6,6,9,8,3,4,8,4,4,8,8,8,6,5,5,9,6,3,3,3,8,8,8,2,2,2,2,2,2,2,2,1,9,1,1,1,9,9,5,5,1,9,9,1,1,1,9,9,1,2,7,7","5,3,3,6,6,5,4,4,5,6,4,5,3,4,4,3,6,8,5,4,6,3,6,6,9,8,3,4,8,4,4,8,8,8,6,5,5,9,6,3,3,3,8,8,8,2,2,2,2,2,2,2,2,1,9,1,1,1,9,9,5,5,1,9,9,1,1,1,9,9,1,2,7,7","hybrid_minimax_9x9_1774385168572069400_34960",1
61833,"2026-03-24 21:46:08.536872+01",9,9,"R","FINISHED","Y",False,"5,6,6,5,6,6,5,4,6,5,7,4,7,7,4,4,7,5,6,5,5,7,9,6,6,5,7,2,2,2,5,2,2,4,4,1,3,4,4,6,2,2,2,2,1,1,1,9,1,1,4,1,1,7,7,7,1,9,9,8,8,8,8,8,9,9,9,9,9,8,3,3,3,3,3,3","5,4,4,5,4,4,5,6,4,5,3,6,3,3,6,6,3,5,4,5,5,3,1,4,4,5,3,8,8,8,5,8,8,6,6,9,7,6,6,4,8,8,8,8,9,9,9,1,9,9,6,9,9,3,3,3,9,1,1,2,2,2,2,2,1,1,1,1,1,2,7,7,7,7,7,7","hybrid_minimax_9x9_1774385168355321300_34959",1
61832,"2026-03-24 21:46:08.313375+01",9,9,"R","FINISHED",NULL,True,"5,5,6,6,6,6,6,6,6,5,5,4,4,5,7,8,8,4,5,7,4,4,5,1,4,4,6,5,6,8,5,1,4,4,8,1,1,3,2,8,8,8,1,1,8,8,1,7,7,2,2,2,2,2,2,3,2,3,3,3,2,7,7,7,1,1,7,7,3,9,9,9,9,9,3,3,3,9,9,9,9","5,5,4,4,4,4,4,4,4,5,5,6,6,5,3,2,2,6,5,3,6,6,5,9,6,6,4,5,4,2,5,9,6,6,2,9,9,7,8,2,2,2,9,9,2,2,9,3,3,8,8,8,8,8,8,7,8,7,7,7,8,3,3,3,9,9,3,3,7,1,1,1,1,1,7,7,7,1,1,1,1","hybrid_minimax_9x9_1774385168258573400_34958",1
61831,"2026-03-24 21:46:08.213132+01",9,9,"R","FINISHED","R",False,"5,6,5,4,5,5,6,4,4,6,8,4,8,6,4,5,4,5,5,4,4,8,8,5,5,1,6,1,6,9,6,6,9,8,9,8,8,6,9,9,1,2,3,3,2,4,1,8,1,1,2,3,3,8,2,3,2","5,4,5,6,5,5,4,6,6,4,2,6,2,4,6,5,6,5,5,6,6,2,2,5,5,9,4,9,4,1,4,4,1,2,1,2,2,4,1,1,9,8,7,7,8,6,9,2,9,9,8,7,7,2,8,7,8","hybrid_minimax_9x9_1774385168046360100_34957",1
61830,"2026-03-24 21:46:07.936666+01",9,9,"R","FINISHED","R",False,"4,7,4,5,5,4,5,5,5,5,7,4,3,3,2,1,4,3,2,2,3,3,7,4,7,7,5,4,8,2,8,1,1,1,3,5,7,4,4,1,8,8,8,1,1,8,9,1,9,8,9,9,8,7,5,7,7,1,8,3,3,9,3,9,9,9,9,2,2,2,2,2,6,6,6","4,7,4,5,5,4,5,5,5,5,7,4,3,3,2,1,4,3,2,2,3,3,7,4,7,7,5,4,8,2,8,1,1,1,3,5,7,4,4,1,8,8,8,1,1,8,9,1,9,8,9,9,8,7,5,7,7,1,8,3,3,9,3,9,9,9,9,2,2,2,2,2,6,6,6","hybrid_minimax_9x9_1774385167781649800_34956",1
61829,"2026-03-24 21:46:07.751515+01",9,9,"R","FINISHED",NULL,True,"4,5,7,5,5,4,4,5,5,6,6,4,5,6,4,7,8,7,7,8,6,6,6,4,6,5,6,6,8,8,5,5,4,4,7,7,4,1,7,7,1,7,8,8,8,8,8,1,1,1,1,1,1,1,9,9,9,9,9,2,2,2,2,2,2,2,2,2,3,3,9,9,3,3,3,3,3,3,3,9,9","4,5,7,5,5,4,4,5,5,6,6,4,5,6,4,7,8,7,7,8,6,6,6,4,6,5,6,6,8,8,5,5,4,4,7,7,4,1,7,7,1,7,8,8,8,8,8,1,1,1,1,1,1,1,9,9,9,9,9,2,2,2,2,2,2,2,2,2,3,3,9,9,3,3,3,3,3,3,3,9,9","hybrid_minimax_9x9_1774385167602084300_34955",1
61828,"2026-03-24 21:46:07.57438+01",9,9,"R","FINISHED","R",False,"4,6,5,6,5,4,4,5,5,5,4,2,4,4,5,5,4,4,5,5,4,9,8,8,2,9,2,2,2,2,2,2,1,9,9,6,6,6,8,8,6,6,1,6,1,1,1,1,9,9,8,8,8,9,6,2,9,1,1,9,1,8,8,3,3,3,3","4,6,5,6,5,4,4,5,5,5,4,2,4,4,5,5,4,4,5,5,4,9,8,8,2,9,2,2,2,2,2,2,1,9,9,6,6,6,8,8,6,6,1,6,1,1,1,1,9,9,8,8,8,9,6,2,9,1,1,9,1,8,8,3,3,3,3","hybrid_minimax_9x9_1774385167532329600_34954",1
61827,"2026-03-24 21:46:07.513846+01",9,9,"R","FINISHED","R",False,"4,3,4,3,5,5,4,4,5,6,3,4,4,5,3,5,5,4,5,5,4,4,5,8,8,8,9,8,8,8,3,3,3,7,3,2,2,2,2","4,3,4,3,5,5,4,4,5,6,3,4,4,5,3,5,5,4,5,5,4,4,5,8,8,8,9,8,8,8,3,3,3,7,3,2,2,2,2","hybrid_minimax_9x9_1774385167370089100_34953",1
61826,"2026-03-24 21:46:07.338808+01",9,9,"R","FINISHED","R",False,"7,5,5,4,5,6,3,6,6,6,5,5,3,3,4,4,4,4,3,3,6,4,8,7,7,5,6,6,5,3,3,4,4,5,7,7,7,5,9,9,8,8,4,7,7,6,6,1,3,3,8,8,8,8,7,1,1,1,1,1,8,1,1,8,1,9,9,9,9","3,5,5,6,5,4,7,4,4,4,5,5,7,7,6,6,6,6,7,7,4,6,2,3,3,5,4,4,5,7,7,6,6,5,3,3,3,5,1,1,2,2,6,3,3,4,4,9,7,7,2,2,2,2,3,9,9,9,9,9,2,9,9,2,9,1,1,1,1","hybrid_minimax_9x9_1774385167183088600_34952",1
61825,"2026-03-24 21:46:07.106512+01",9,9,"R","FINISHED","R",False,"6,6,4,4,6,5,4,5,5,5,5,5,9,5,5,8,8,6,4,4,1,8,8,4,4,3,3,3,3,5,4,4,9,9,8,8,8,8,9,8,9,6,6,6,6,6,1,9,9,2,1,1,1,1,2,1,1,9,9,3,3,2,2,2,2,3,3","4,4,6,6,4,5,6,5,5,5,5,5,1,5,5,2,2,4,6,6,9,2,2,6,6,7,7,7,7,5,6,6,1,1,2,2,2,2,1,2,1,4,4,4,4,4,9,1,1,8,9,9,9,9,8,9,9,1,1,7,7,8,8,8,8,7,7","hybrid_minimax_9x9_1774385167059409700_34951",1
61824,"2026-03-24 21:46:07.045406+01",9,9,"R","FINISHED","Y",False,"7,3,3,5,4,4,6,6,5,6,4,7,8,9,6,7,6,9,8,8,5,8","3,7,7,5,6,6,4,4,5,4,6,3,2,1,4,3,4,1,2,2,5,2","hybrid_minimax_9x9_1774385167000908800_34950",1
61823,"2026-03-24 21:46:06.988297+01",9,9,"R","FINISHED","R",False,"7,4,6,5,4,5,5,5,4,5,4,4,6","3,6,4,5,6,5,5,5,6,5,6,6,4","hybrid_minimax_9x9_1774385166944742600_34949",1
61822,"2026-03-24 21:46:06.924041+01",9,9,"R","FINISHED","Y",False,"5,5,4,6,5,5,6,5,5,5,7,6,7,6,6,2,6,6,4,5,5,6,6,2,7,7,8,7,2,1,2,7,7,2,3,2,1,9,2,2,2,7,3,3,7,8,1,1,9,1,1,1,9,3,4,4","5,5,4,6,5,5,6,5,5,5,7,6,7,6,6,2,6,6,4,5,5,6,6,2,7,7,8,7,2,1,2,7,7,2,3,2,1,9,2,2,2,7,3,3,7,8,1,1,9,1,1,1,9,3,4,4","hybrid_minimax_9x9_1774385166880980800_34948",1
61821,"2026-03-24 21:46:06.867021+01",9,9,"R","FINISHED","R",False,"5,6,4,6,5,5,4,4,4,4,6,5,5,6,6,6,2,3,2,3,3","5,4,6,4,5,5,6,6,6,6,4,5,5,4,4,4,8,7,8,7,7","hybrid_minimax_9x9_1774385166822190300_34947",1
61820,"2026-03-24 21:46:06.810673+01",9,9,"R","FINISHED","R",False,"7,4,3,3,4,4,6,4,6,6,8,5,9","3,6,7,7,6,6,4,6,4,4,2,5,1","hybrid_minimax_9x9_1774385166761757100_34946",1
