"id","created_at","rows","cols","starting_color","status","winner","draw","original_sequence","canonical_key","source_filename","confiance"
32426,"2026-03-24 17:48:21.67837+01",9,9,"R","FINISHED","R",False,"6,6,5,3,5,6,6,6,5,5,4,7,4,4,3,7,8,3,8,7,7,7,7,5,6,5,5,8,6,3,3,3,7,5,3,3,6,6,5,7,1,7,3,1,9,1,1,8,8,8,8","4,4,5,7,5,4,4,4,5,5,6,3,6,6,7,3,2,7,2,3,3,3,3,5,4,5,5,2,4,7,7,7,3,5,7,7,4,4,5,3,9,3,7,9,1,9,9,2,2,2,2","hybrid_minimax_9x9_1774370901621354200_5889",1
32425,"2026-03-24 17:48:21.590008+01",9,9,"R","FINISHED",NULL,True,"3,3,5,6,6,6,5,4,6,6,4,5,4,5,5,4,4,4,5,5,4,4,6,6,6,3,5,3,3,3,5,1,8,8,8,8,6,4,8,8,8,8,1,8,3,3,9,1,1,1,1,1,1,1,3,9,9,2,2,2,2,2,9,2,2,2,9,9,7,7,9,2,9,9,7,7,7,7,7,7,7","3,3,5,6,6,6,5,4,6,6,4,5,4,5,5,4,4,4,5,5,4,4,6,6,6,3,5,3,3,3,5,1,8,8,8,8,6,4,8,8,8,8,1,8,3,3,9,1,1,1,1,1,1,1,3,9,9,2,2,2,2,2,9,2,2,2,9,9,7,7,9,2,9,9,7,7,7,7,7,7,7","hybrid_minimax_9x9_1774370901544272300_5888",1
32424,"2026-03-24 17:48:21.516475+01",9,9,"R","FINISHED","Y",False,"3,4,7,4,4,4,5,5,4,4,3,3,6,8,7,7,5,5,5,7,3,5,7,3,7,5,8,4,3,3,3,7,7,8,4,5,5,9,7,9,1,9,9,8,2,8,8,4,3,8,1,1,8,1,2,2,2,2,8,1,1,1,2,2","3,4,7,4,4,4,5,5,4,4,3,3,6,8,7,7,5,5,5,7,3,5,7,3,7,5,8,4,3,3,3,7,7,8,4,5,5,9,7,9,1,9,9,8,2,8,8,4,3,8,1,1,8,1,2,2,2,2,8,1,1,1,2,2","hybrid_minimax_9x9_1774370901354780200_5887",1
32423,"2026-03-24 17:48:21.332442+01",9,9,"R","FINISHED","Y",False,"4,6,3,7,6,4,6,6,5,2,7,5,5,4,5,8,9,7,5,5,4,4,3,6,6,3,3,3,5,6,7,7,9,8,7,7,7,6,9,9,9,9,9,5,5,3,6,7,3,4,4,4,3,4,8,8,8,1,8,8,3,1,1,1,1,1,1,1,8,2,2,2,9,1,9,2,2,2","4,6,3,7,6,4,6,6,5,2,7,5,5,4,5,8,9,7,5,5,4,4,3,6,6,3,3,3,5,6,7,7,9,8,7,7,7,6,9,9,9,9,9,5,5,3,6,7,3,4,4,4,3,4,8,8,8,1,8,8,3,1,1,1,1,1,1,1,8,2,2,2,9,1,9,2,2,2","hybrid_minimax_9x9_1774370901287161800_5886",1
32422,"2026-03-24 17:48:21.258206+01",9,9,"R","FINISHED","R",False,"5,6,5,4,6,6,4,5,5,4,5,5,6,4,6,6,5,6,6,5,5,1,6,2,3,3,3,1,4,4,8,8,8,8,8,8,8,4,9,9,1,9,1,1,4,4,8,8,9,1,9,9,9,9,3,3,3,3,3,2,2,2,1,1,1,2,2,2,7,7,7,2,2,3,9,7,7","5,4,5,6,4,4,6,5,5,6,5,5,4,6,4,4,5,4,4,5,5,9,4,8,7,7,7,9,6,6,2,2,2,2,2,2,2,6,1,1,9,1,9,9,6,6,2,2,1,9,1,1,1,1,7,7,7,7,7,8,8,8,9,9,9,8,8,8,3,3,3,8,8,7,1,3,3","hybrid_minimax_9x9_1774370901109503900_5885",1
32421,"2026-03-24 17:48:21.093753+01",9,9,"R","FINISHED","R",False,"6,4,4,7,6,5,6,6,5,7,4,2,3,3,5,3,3","4,6,6,3,4,5,4,4,5,3,6,8,7,7,5,7,7","hybrid_minimax_9x9_1774370901052258400_5884",1
32420,"2026-03-24 17:48:21.035643+01",9,9,"R","FINISHED","Y",False,"5,5,5,4,6,4,4,6,5,5,6,8,4,4,8,5,5,4,8,4,4,6,6,6,8,8,5,9,8,2,8,6,4,6,6,1,3,3","5,5,5,4,6,4,4,6,5,5,6,8,4,4,8,5,5,4,8,4,4,6,6,6,8,8,5,9,8,2,8,6,4,6,6,1,3,3","hybrid_minimax_9x9_1774370900994604100_5883",1
32419,"2026-03-24 17:48:20.978018+01",9,9,"R","FINISHED","Y",False,"5,3,6,5,6,6,5,4,5,5,7,8,7,7,7,6,8,6,6,7,8,5,5,3,6,8,8,5,7,7,8,6,7,4,3,6,9,9,9,9,5,1,2,2","5,3,6,5,6,6,5,4,5,5,7,8,7,7,7,6,8,6,6,7,8,5,5,3,6,8,8,5,7,7,8,6,7,4,3,6,9,9,9,9,5,1,2,2","hybrid_minimax_9x9_1774370900936380000_5882",1
32418,"2026-03-24 17:48:20.922684+01",9,9,"R","FINISHED","R",False,"5,5,4,3,5,6,4,6,4,4,6,6,5,5,5,4,6,3,3","5,5,4,3,5,6,4,6,4,4,6,6,5,5,5,4,6,3,3","hybrid_minimax_9x9_1774370900880914800_5881",1
32417,"2026-03-24 17:48:20.863349+01",9,9,"R","FINISHED","R",False,"4,7,4,6,6,6,6,6,5,5,5,3,5,9,8,5,3,6,3,2,2,6,6,5,3,3,5,6,2,4,4","4,7,4,6,6,6,6,6,5,5,5,3,5,9,8,5,3,6,3,2,2,6,6,5,3,3,5,6,2,4,4","hybrid_minimax_9x9_1774370900708808800_5880",1
32416,"2026-03-24 17:48:20.685344+01",9,9,"R","FINISHED","Y",False,"6,5,4,6,5,6,4,5,5,5,4,4,7,7,7,4,9,8,8,6,6,4,4,5,6,5,5,6,6,4,6,7,7,7,5,2,2,4,2,2,2,7,7,2,2,2,7,8,9,9,9,2,9,1,9,9,9,9,1,1,1,1,1,1,1,1,3,3,8,8,3,3","4,5,6,4,5,4,6,5,5,5,6,6,3,3,3,6,1,2,2,4,4,6,6,5,4,5,5,4,4,6,4,3,3,3,5,8,8,6,8,8,8,3,3,8,8,8,3,2,1,1,1,8,1,9,1,1,1,1,9,9,9,9,9,9,9,9,7,7,2,2,7,7","hybrid_minimax_9x9_1774370900629869000_5879",1
32415,"2026-03-24 17:48:20.614117+01",9,9,"R","FINISHED","R",False,"6,4,5,4,6,5,5,4,4,7,5,5,6,6,6,4,4,8,5,9,8,7,6,4,6,6,4,8,5,5,6,5,8,7,7,7,7","4,6,5,6,4,5,5,6,6,3,5,5,4,4,4,6,6,2,5,1,2,3,4,6,4,4,6,2,5,5,4,5,2,3,3,3,3","hybrid_minimax_9x9_1774370900565931400_5878",1
32414,"2026-03-24 17:48:20.545376+01",9,9,"R","FINISHED","R",False,"6,4,4,3,6,4,5,6,4,5,5,7,5,6,4,6,6,5,4,4,5,6,5,7,4,6,3,1,2,9,1,2,2,2,2,1,2,2,5,5,2,6,4,8,8,1,1,2,1,1,1,9,9,8,1,9,8,7,7,7,7","4,6,6,7,4,6,5,4,6,5,5,3,5,4,6,4,4,5,6,6,5,4,5,3,6,4,7,9,8,1,9,8,8,8,8,9,8,8,5,5,8,4,6,2,2,9,9,8,9,9,9,1,1,2,9,1,2,3,3,3,3","hybrid_minimax_9x9_1774370900483637500_5877",1
32413,"2026-03-24 17:48:20.450377+01",9,9,"R","FINISHED","Y",False,"5,3,4,6,4,6,6,4,6,4,6,6,4,4,5,5,7,7,6,2,4,2,5,2,2,5,2,9,1,6,2,2,2,8,2,9,8,5,7,7,9,8,9,1,5,1,5,6,4,4,1,5,9,9,9,1,1,8,1,1,9,7,7,7","5,3,4,6,4,6,6,4,6,4,6,6,4,4,5,5,7,7,6,2,4,2,5,2,2,5,2,9,1,6,2,2,2,8,2,9,8,5,7,7,9,8,9,1,5,1,5,6,4,4,1,5,9,9,9,1,1,8,1,1,9,7,7,7","hybrid_minimax_9x9_1774370900388980600_5876",1
32412,"2026-03-24 17:48:20.366804+01",9,9,"R","FINISHED","R",False,"6,6,6,4,6,6,4,4,5,6,8,7,7,6,6,3,7,2,1,4,8,9,7,7,3,2,2,3,4,8,4,3,7,8,8,5,5,5,5","4,4,4,6,4,4,6,6,5,4,2,3,3,4,4,7,3,8,9,6,2,1,3,3,7,8,8,7,6,2,6,7,3,2,2,5,5,5,5","hybrid_minimax_9x9_1774370900191434700_5875",1
32411,"2026-03-24 17:48:20.16078+01",9,9,"R","FINISHED","Y",False,"3,3,5,7,6,4,6,4,5,6,4,6,5,5,4,7,4,8","3,3,5,7,6,4,6,4,5,6,4,6,5,5,4,7,4,8","hybrid_minimax_9x9_1774370900102198100_5874",1
32410,"2026-03-24 17:48:20.077682+01",9,9,"R","FINISHED","R",False,"6,4,5,7,5,6,6,5,4,6,5,7,6,4,4,7,7,7,5,6,4,5,5,7,4,4,6,6,7,5,4,7,6,5,2,2,2,2,2,9,9,9,2,2,2,2,4,9,7,9,9,9,9,9,3,3,1,1,1,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,3,3,3","4,6,5,3,5,4,4,5,6,4,5,3,4,6,6,3,3,3,5,4,6,5,5,3,6,6,4,4,3,5,6,3,4,5,8,8,8,8,8,1,1,1,8,8,8,8,6,1,3,1,1,1,1,1,7,7,9,9,9,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,7,7,7","hybrid_minimax_9x9_1774370900030329200_5873",1
32409,"2026-03-24 17:48:20.011957+01",9,9,"R","FINISHED","R",False,"4,7,6,4,6,4,6,6,4,6,3,5,7,5,3,6,6,3,5,5,1,2,3,3,4,4,7,7,3,3,5,5,4,5,6,5,5,3,4,1,4,6,3,1,8,9,9,8,8","4,7,6,4,6,4,6,6,4,6,3,5,7,5,3,6,6,3,5,5,1,2,3,3,4,4,7,7,3,3,5,5,4,5,6,5,5,3,4,1,4,6,3,1,8,9,9,8,8","hybrid_minimax_9x9_1774370899956388600_5872",1
32408,"2026-03-24 17:48:19.935899+01",9,9,"R","FINISHED","R",False,"4,4,3,6,6,5,4,6,6,6,2,1,7,4,2,6,6,4,2,2,4,7,7,7,4,3,3,3,4,4,3,7,3,3,2,8,2,9,6,6,3,9,7,3,7,7,2,2,2,7,9,9,9,8,8,8,8,8,9,8,9,9,8,9,8,1,1","4,4,3,6,6,5,4,6,6,6,2,1,7,4,2,6,6,4,2,2,4,7,7,7,4,3,3,3,4,4,3,7,3,3,2,8,2,9,6,6,3,9,7,3,7,7,2,2,2,7,9,9,9,8,8,8,8,8,9,8,9,9,8,9,8,1,1","hybrid_minimax_9x9_1774370899893774700_5871",1
32407,"2026-03-24 17:48:19.877481+01",9,9,"R","FINISHED","R",False,"5,5,3,5,5,6,5,4,6,5,6,4,6,6,4,6,4,6,6,4,4,5,4,4,5,2,2,7,2,9,8,7,7","5,5,3,5,5,6,5,4,6,5,6,4,6,6,4,6,4,6,6,4,4,5,4,4,5,2,2,7,2,9,8,7,7","hybrid_minimax_9x9_1774370899825970300_5870",1
32406,"2026-03-24 17:48:19.814532+01",9,9,"R","FINISHED","R",False,"6,6,3,5,4,4,5,5,5,4,6,3,4,6,3,5,1,2,2","4,4,7,5,6,6,5,5,5,6,4,7,6,4,7,5,9,8,8","hybrid_minimax_9x9_1774370899757504500_5869",1
32405,"2026-03-24 17:48:19.735616+01",9,9,"R","FINISHED","Y",False,"6,4,3,3,5,6,5,6,5,5,8,7,5,6,6,7,5,8,5,5,6,8,6,6,4,8,8,3,6,3,3,3,8,3,8,8,5,3,3,2,4,4","4,6,7,7,5,4,5,4,5,5,2,3,5,4,4,3,5,2,5,5,4,2,4,4,6,2,2,7,4,7,7,7,2,7,2,2,5,7,7,8,6,6","hybrid_minimax_9x9_1774370899690087800_5868",1
32404,"2026-03-24 17:48:19.677939+01",9,9,"R","FINISHED","Y",False,"6,5,6,5,6,6,6,4,6,5,5,3,4,2","4,5,4,5,4,4,4,6,4,5,5,7,6,8","hybrid_minimax_9x9_1774370899633651000_5867",1
32403,"2026-03-24 17:48:19.614251+01",9,9,"R","FINISHED","R",False,"6,4,4,5,4,6,6,6,5,5,4,4,5,6,5,6,6,5,2,4,4,5,2,4,6,1,8,4,9,7,7","4,6,6,5,6,4,4,4,5,5,6,6,5,4,5,4,4,5,8,6,6,5,8,6,4,9,2,6,1,3,3","hybrid_minimax_9x9_1774370899574401700_5866",1
32402,"2026-03-24 17:48:19.556252+01",9,9,"R","FINISHED","Y",False,"6,3,6,7,6,6,6,6,4,4,5,4,7,5,5,4,4,5,5,7,7,7,5,5,3,6,9,7,7,6,6,5,9,7,7,3,3,3,4,4,4,4","4,7,4,3,4,4,4,4,6,6,5,6,3,5,5,6,6,5,5,3,3,3,5,5,7,4,1,3,3,4,4,5,1,3,3,7,7,7,6,6,6,6","hybrid_minimax_9x9_1774370899514866200_5865",1
32401,"2026-03-24 17:48:19.4329+01",9,9,"R","FINISHED","Y",False,"5,3,4,5,5,4,5,6,5,5,4,3,6,3,3,4,6,4,4,4,5,3,8,1,8,8,8,3,5,3,3,9,4,1,6,6,6,3,9,1,1,8,1,1,8,8,8,4,9,8,9,9,9,1,1,9,6,6,5,6,9,9,1,2,2,2,2,2,2,2","5,3,4,5,5,4,5,6,5,5,4,3,6,3,3,4,6,4,4,4,5,3,8,1,8,8,8,3,5,3,3,9,4,1,6,6,6,3,9,1,1,8,1,1,8,8,8,4,9,8,9,9,9,1,1,9,6,6,5,6,9,9,1,2,2,2,2,2,2,2","hybrid_minimax_9x9_1774370899282556700_5864",1
32400,"2026-03-24 17:48:19.267695+01",9,9,"R","FINISHED","Y",False,"3,4,7,6,5,5,6,5,4,5,5,6,3,7,8,7,4,7","3,4,7,6,5,5,6,5,4,5,5,6,3,7,8,7,4,7","hybrid_minimax_9x9_1774370899229863800_5863",1
32399,"2026-03-24 17:48:19.208535+01",9,9,"R","FINISHED","R",False,"7,4,7,7,6,6,4,4,5,8,6,8,6,8,8,7,6,6,7,7,3,7,4,4,4,6,6,8,8,7,7,8,3,8,3,3,2,2,6,8,2,2,2,2,4,2,4,4,3,3,2,2,3,3,3,1,1,9,1,1,9,9,9,1,1,1,1,1,9,9,9","3,6,3,3,4,4,6,6,5,2,4,2,4,2,2,3,4,4,3,3,7,3,6,6,6,4,4,2,2,3,3,2,7,2,7,7,8,8,4,2,8,8,8,8,6,8,6,6,7,7,8,8,7,7,7,9,9,1,9,9,1,1,1,9,9,9,9,9,1,1,1","hybrid_minimax_9x9_1774370899066753800_5862",1
32398,"2026-03-24 17:48:19.055298+01",9,9,"R","FINISHED","Y",False,"5,5,4,3,4,6,4,4,5,5,6,6,3,4,3,6,3,3,3,5,6,4,4,3","5,5,4,3,4,6,4,4,5,5,6,6,3,4,3,6,3,3,3,5,6,4,4,3","hybrid_minimax_9x9_1774370899017185800_5861",1
32397,"2026-03-24 17:48:18.999235+01",9,9,"R","FINISHED","Y",False,"6,6,5,3,4,7,4,4,6,4,4,7,6,3,6,6,3,7,7,5,5,7,5,7,7,6,4,4,4,5,6,3,4,9,5,5,5,7,9,5,3,3,3,3,3,6,7,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,8,8","4,4,5,7,6,3,6,6,4,6,6,3,4,7,4,4,7,3,3,5,5,3,5,3,3,4,6,6,6,5,4,7,6,1,5,5,5,3,1,5,7,7,7,7,7,4,3,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,2,2","hybrid_minimax_9x9_1774370898959512100_5860",1
32396,"2026-03-24 17:48:18.946686+01",9,9,"R","FINISHED","Y",False,"7,5,7,4,4,4,6,5,5,5,4,6,7,7,6,6,5,2,3,3","3,5,3,6,6,6,4,5,5,5,6,4,3,3,4,4,5,8,7,7","hybrid_minimax_9x9_1774370898905602500_5859",1
32395,"2026-03-24 17:48:18.885986+01",9,9,"R","FINISHED","Y",False,"4,4,6,4,4,5,5,5,6,5,6,6,3,6,3,3,5,6,6,5,7,4,5,3,5,7,4,6,4,6,3,5,3,3,4,4,9,8,8,1,8,1,1,1,8,8,8,8,1,1,9,9,1,3,3,1,9,9,9,8,8,9,9,9,1,2,7,7,7,7","4,4,6,4,4,5,5,5,6,5,6,6,3,6,3,3,5,6,6,5,7,4,5,3,5,7,4,6,4,6,3,5,3,3,4,4,9,8,8,1,8,1,1,1,8,8,8,8,1,1,9,9,1,3,3,1,9,9,9,8,8,9,9,9,1,2,7,7,7,7","hybrid_minimax_9x9_1774370898848449800_5858",1
32394,"2026-03-24 17:48:18.836227+01",9,9,"R","FINISHED","R",False,"4,4,4,3,6,6,4,6,4,4,3,5,5,4,5,6,6,5,5,5,6,3,3","4,4,4,3,6,6,4,6,4,4,3,5,5,4,5,6,6,5,5,5,6,3,3","hybrid_minimax_9x9_1774370898798913500_5857",1
32393,"2026-03-24 17:48:18.743045+01",9,9,"R","FINISHED","R",False,"3,3,3,5,5,5,4,5,5,5,2,1,2,3,4,3,2,2,6,1,6,1,1,6,8,8,7,7,9","3,3,3,5,5,5,4,5,5,5,2,1,2,3,4,3,2,2,6,1,6,1,1,6,8,8,7,7,9","hybrid_minimax_9x9_1774370898705771900_5856",1
32392,"2026-03-24 17:48:18.694578+01",9,9,"R","FINISHED","Y",False,"4,4,5,7,5,4,6,3,6,6,5,5,7,4,4,3,2,2,5,7,5,7,6,6","4,4,5,7,5,4,6,3,6,6,5,5,7,4,4,3,2,2,5,7,5,7,6,6","hybrid_minimax_9x9_1774370898657611200_5855",1
32391,"2026-03-24 17:48:18.634946+01",9,9,"R","FINISHED","R",False,"5,6,4,3,4,4,6,6,6,5,5,4,4,5,6,5,6,6,5,3,2,8,4,4,2,5,9,2,8,2,2,8,8,5,8,8,8,6,4,5,6,4,8,2,2,2,2,1,8,1,1,9,9,9,9,1,9,1,9,9,9,1,1,1,1,3,3,7,7,7,3,3,3,3,3,7,7","5,4,6,7,6,6,4,4,4,5,5,6,6,5,4,5,4,4,5,7,8,2,6,6,8,5,1,8,2,8,8,2,2,5,2,2,2,4,6,5,4,6,2,8,8,8,8,9,2,9,9,1,1,1,1,9,1,9,1,1,1,9,9,9,9,7,7,3,3,3,7,7,7,7,7,3,3","hybrid_minimax_9x9_1774370898594357800_5854",1
32390,"2026-03-24 17:48:18.579318+01",9,9,"R","FINISHED","Y",False,"5,3,7,4,6,8,5,5,5,5,4,6,4,3,4,4,6,6,6,4,4,5,5,8,3,3,8,3,5,3,6,6","5,3,7,4,6,8,5,5,5,5,4,6,4,3,4,4,6,6,6,4,4,5,5,8,3,3,8,3,5,3,6,6","hybrid_minimax_9x9_1774370898542002300_5853",1
32389,"2026-03-24 17:48:18.521076+01",9,9,"R","FINISHED","Y",False,"5,4,6,6,6,6,4,4,4,4,5,6,8,7,6,5,4,7,6,8,7,7,5,8,7,7,8,5,5,5,5,1,4,4,7,6,6,5,7,1,1,3,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,4,8,2,3,7,1,1,1,1,8,8,8,8,9,9","5,4,6,6,6,6,4,4,4,4,5,6,8,7,6,5,4,7,6,8,7,7,5,8,7,7,8,5,5,5,5,1,4,4,7,6,6,5,7,1,1,3,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,4,8,2,3,7,1,1,1,1,8,8,8,8,9,9","hybrid_minimax_9x9_1774370898361333100_5852",1
32388,"2026-03-24 17:48:18.341585+01",9,9,"R","FINISHED","Y",False,"4,3,6,5,5,4,5,5,5,4,4,6,6,5,2,2,3,6,2,3,2,4,3,4,4,6,6,6,5,4,3,5,3,3,5,6,3,4,2,2,6,3,9,9,9,9,9,9,1,9,9,1,1,1,1,1,9,1,2,2,2,8,8,8,8,8,8,8,7,8,7,1,1,8,7,7","4,3,6,5,5,4,5,5,5,4,4,6,6,5,2,2,3,6,2,3,2,4,3,4,4,6,6,6,5,4,3,5,3,3,5,6,3,4,2,2,6,3,9,9,9,9,9,9,1,9,9,1,1,1,1,1,9,1,2,2,2,8,8,8,8,8,8,8,7,8,7,1,1,8,7,7","hybrid_minimax_9x9_1774370898299870200_5851",1
32387,"2026-03-24 17:48:18.287685+01",9,9,"R","FINISHED","Y",False,"6,4,5,6,5,6,4,4,5,5,8,7,5,6,6,5,6,6,5,2,2,2,2,1,3,3","4,6,5,4,5,4,6,6,5,5,2,3,5,4,4,5,4,4,5,8,8,8,8,9,7,7","hybrid_minimax_9x9_1774370898248159800_5850",1
32386,"2026-03-24 17:48:18.232001+01",9,9,"R","FINISHED","Y",False,"6,4,4,6,5,6,5,4,4,5,6,5,5,8,6,4,6,6,5,4,4,5,6,1,9,8,4,5,3,6,2,2,8,2,9,5,1,2,2,1,2,8,9,9,8,8,8,1,3,3","4,6,6,4,5,4,5,6,6,5,4,5,5,2,4,6,4,4,5,6,6,5,4,9,1,2,6,5,7,4,8,8,2,8,1,5,9,8,8,9,8,2,1,1,2,2,2,9,7,7","hybrid_minimax_9x9_1774370898194141900_5849",1
32385,"2026-03-24 17:48:18.183292+01",9,9,"R","FINISHED","Y",False,"5,6,5,4,4,4,6,5,4,5,6,6,6,1,6,5,5,2,3,3","5,4,5,6,6,6,4,5,6,5,4,4,4,9,4,5,5,8,7,7","hybrid_minimax_9x9_1774370898144525200_5848",1
32384,"2026-03-24 17:48:18.131562+01",9,9,"R","FINISHED","Y",False,"4,5,7,6,5,5,6,5,5,5,6,4,6,6,7,4,4,6,2,6,6,5,2,4,1,3,3,3,3,2","4,5,7,6,5,5,6,5,5,5,6,4,6,6,7,4,4,6,2,6,6,5,2,4,1,3,3,3,3,2","hybrid_minimax_9x9_1774370898094196100_5847",1
32383,"2026-03-24 17:48:18.078085+01",9,9,"R","FINISHED","R",False,"4,5,5,4,4,4,5,4,5,5,6,2,4,5,5,4,4,5,5,4,8,9,6,6,8,9,8,8,9,9,8,8,8,8,9,9,9,8,9,9,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,3,3","4,5,5,4,4,4,5,4,5,5,6,2,4,5,5,4,4,5,5,4,8,9,6,6,8,9,8,8,9,9,8,8,8,8,9,9,9,8,9,9,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,3,3","hybrid_minimax_9x9_1774370898041321200_5846",1
32382,"2026-03-24 17:48:18.027562+01",9,9,"R","FINISHED","Y",False,"6,5,6,5,5,6,5,6,5,5,7,4,6,6,3,3,4,5,4,4,9,8,3,4,4,6,3,5,5,4,4,4,6,8,8,8,8,8,8,7,1,9,3,3,6,3","4,5,4,5,5,4,5,4,5,5,3,6,4,4,7,7,6,5,6,6,1,2,7,6,6,4,7,5,5,6,6,6,4,2,2,2,2,2,2,3,9,1,7,7,4,7","hybrid_minimax_9x9_1774370897990975100_5845",1
32381,"2026-03-24 17:48:17.97456+01",9,9,"R","FINISHED","Y",False,"6,4,6,6,4,4,6,4,5,5,5,3,5,1,2,5,2,4,4,6,6,5,5,6,4,4,6,5,1,3,4,2,9,2,5,2,2,2,8,7,9,8,7,2,6,9,2,9,8,8,8,8,9,8,8,8,9,9,9,9,7,7","4,6,4,4,6,6,4,6,5,5,5,7,5,9,8,5,8,6,6,4,4,5,5,4,6,6,4,5,9,7,6,8,1,8,5,8,8,8,2,3,1,2,3,8,4,1,8,1,2,2,2,2,1,2,2,2,1,1,1,1,3,3","hybrid_minimax_9x9_1774370897937105200_5844",1
32380,"2026-03-24 17:48:17.923769+01",9,9,"R","FINISHED","R",False,"6,5,6,3,4,5,4,5,5,4,6,6,8,3,4,4,3,5,3,3,6,4,9,7,7","4,5,4,7,6,5,6,5,5,6,4,4,2,7,6,6,7,5,7,7,4,6,1,3,3","hybrid_minimax_9x9_1774370897885982900_5843",1
32379,"2026-03-24 17:48:17.866217+01",9,9,"R","FINISHED","R",False,"7,7,4,5,4,5,4,4,6,5,5,6,7,5,4,6,7,5,6,6,6,5,5,9,7,7,2,1,2,4,4,1,9,2,2,2,2,2,9,9,4,2,5,4,1,9,1,1,1,7,9,7,7,6,6,6,9,9,1,1,1,2,3,3,9,8,8,3,8,8,8,8,8,8,8,3,3,3,3","3,3,6,5,6,5,6,6,4,5,5,4,3,5,6,4,3,5,4,4,4,5,5,1,3,3,8,9,8,6,6,9,1,8,8,8,8,8,1,1,6,8,5,6,9,1,9,9,9,3,1,3,3,4,4,4,1,1,9,9,9,8,7,7,1,2,2,7,2,2,2,2,2,2,2,7,7,7,7","hybrid_minimax_9x9_1774370897828126100_5842",1
32378,"2026-03-24 17:48:17.807377+01",9,9,"R","FINISHED","R",False,"6,7,4,5,5,6,6,5,5,4,6,7,6,6,7,7,5,7,7,4,4,5,5,6,4,4,9,6,6,7,4,5,7,5,9,9,1,4,2,3,1,2,1,1,2,2,1,2,2,2,1,2,1,1,4,1,9,7,9,9,9,9,9,3,3,3,3","4,3,6,5,5,4,4,5,5,6,4,3,4,4,3,3,5,3,3,6,6,5,5,4,6,6,1,4,4,3,6,5,3,5,1,1,9,6,8,7,9,8,9,9,8,8,9,8,8,8,9,8,9,9,6,9,1,3,1,1,1,1,1,7,7,7,7","hybrid_minimax_9x9_1774370897769257500_5841",1
32377,"2026-03-24 17:48:17.756457+01",9,9,"R","FINISHED","R",False,"4,6,6,5,6,5,4,6,4,4,8,4,4,6,6,5,5,4,2,8,1,3,3","4,6,6,5,6,5,4,6,4,4,8,4,4,6,6,5,5,4,2,8,1,3,3","hybrid_minimax_9x9_1774370897719120600_5840",1
32376,"2026-03-24 17:48:17.706223+01",9,9,"R","FINISHED","R",False,"6,5,4,4,4,5,6,6,5,4,5,5,6,6,2,4,2,6,3,3,1","4,5,6,6,6,5,4,4,5,6,5,5,4,4,8,6,8,4,7,7,9","hybrid_minimax_9x9_1774370897668824000_5839",1
32375,"2026-03-24 17:48:17.646812+01",9,9,"R","FINISHED","R",False,"6,4,7,6,5,8,6,5,6,5,7,5,5,7,5,4,6,6,7,7,5,5,6,6,7,7,7,5,8,8,8,8,8,8,8,8,6,4,4,4,4,4,4,2,1,2,2,2,2,2,2,4,1,2,2,1,7,1,1,9,1,1,1,9,1,3,3,3,9,9,9,9,9,9,9,3,3,3,3","4,6,3,4,5,2,4,5,4,5,3,5,5,3,5,6,4,4,3,3,5,5,4,4,3,3,3,5,2,2,2,2,2,2,2,2,4,6,6,6,6,6,6,8,9,8,8,8,8,8,8,6,9,8,8,9,3,9,9,1,9,9,9,1,9,7,7,7,1,1,1,1,1,1,1,7,7,7,7","hybrid_minimax_9x9_1774370897493067000_5838",1
32374,"2026-03-24 17:48:17.479545+01",9,9,"R","FINISHED","R",False,"7,7,5,4,5,5,5,6,4,5,6,7,4,6,6,6,2,7,7,5,5,6,4,4,7,7,6,5,2,6,1,2,2,9,2,7,8,6,7,2,3,3,3","3,3,5,6,5,5,5,4,6,5,4,3,6,4,4,4,8,3,3,5,5,4,6,6,3,3,4,5,8,4,9,8,8,1,8,3,2,4,3,8,7,7,7","hybrid_minimax_9x9_1774370897442481100_5837",1
32373,"2026-03-24 17:48:17.426003+01",9,9,"R","FINISHED","Y",False,"4,4,6,4,4,4,4,6,6,5,5,5,6,6,6,4,4,6,6,5,5,2,5,5,5,2,5,4,9,2,2,9,2,2,9,2,1,1,1,2,2,9,9,8,8,8,9,8,9,9,9,1,8,8,7,8,6,1,1,1,8,1,8,3,3,3","4,4,6,4,4,4,4,6,6,5,5,5,6,6,6,4,4,6,6,5,5,2,5,5,5,2,5,4,9,2,2,9,2,2,9,2,1,1,1,2,2,9,9,8,8,8,9,8,9,9,9,1,8,8,7,8,6,1,1,1,8,1,8,3,3,3","hybrid_minimax_9x9_1774370897389095100_5836",1
